ChapterNumber,Title,Para
CH12100,CH12100 What VAT: General,"SI1995/2518/Regs 31, 31A & 31B"
CH14200,CH14200 Avoidance,"Although the law sets out the periods for which a person must retain their records, we can specify a shorter retention period. You will find more detail in ["
CH14200,CH14200 Avoidance,"Although the law sets out the periods for which a person must retain their records, we can specify a shorter retention period. You will find more detail in](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch14800) for direct taxes and](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch15300) for VAT."
CH14200,CH14200 Avoidance,A shorter retention period must not be specified in any circumstances in which you suspect that avoidance is involved. To do so would be against HMRC’s anti-avoidance strategy.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"For Henrietta’s ITSA payments on account, we calculate late payment interest as explained in CH142240. We charge late payment interest on the amount by which each payment of £10,000 was underpaid, when compared with the lesser of"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"the total of each reduced payment on account and 50% of the balancing payment, and"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,the amount of tax that would have been payable as a payment on account if the claim to reduce their payments on account had not been made.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Therefore, late payment interest would be calculated as shown in the following table."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessmentExample 2 - reduced payments on accountExample 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessment
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry self-assessed his 2012-13 income tax liability at £25,000. He made full ITSA payments on account, based on his previous year’s liability of £22,000:"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 January 2013, and"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 July 2013."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"He made a balancing payment of £3,000 on 31 January 2014."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henry’s 2012-13 return, his income tax liability for that year increased to £29,000."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry has 30 days to pay the additional £4,000. However, the late payment interest start date is 31 January 2014, because this is the day by which he should have paid the additional £4,000 within his balancing payment for 2012-13 if his self-assessment had been correct."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 2 - reduced payments on account
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henrietta also had a liability of £22,000 for 2011-12, but made a claim to reduce her total ITSA payments on account from £22,000 to £20,000 because she expected her income tax liability for 2012-13 to be £2,000 less than for 2011-12. She then self-assessed her 2012-13 income tax liability at £25,000, so her balancing payment was £5,000 and the claim to reduce was therefore excessive. Henrietta paid each ITSA payment on account of £10,000 and the balancing payment of £5,000 on their due dates."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henrietta’s 2012-13 return, her income tax liability for that year increased to £29,000. We charge interest on the amount that Henrietta reduced her payments on account and on the increase in her self-assessment liability following our enquiry."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessmentExample 2 - reduced payments on accountExample 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessment
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry self-assessed his 2012-13 income tax liability at £25,000. He made full ITSA payments on account, based on his previous year’s liability of £22,000:"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 January 2013, and"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 July 2013."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"He made a balancing payment of £3,000 on 31 January 2014."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henry’s 2012-13 return, his income tax liability for that year increased to £29,000."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry has 30 days to pay the additional £4,000. However, the late payment interest start date is 31 January 2014, because this is the day by which he should have paid the additional £4,000 within his balancing payment for 2012-13 if his self-assessment had been correct."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 2 - reduced payments on account
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henrietta also had a liability of £22,000 for 2011-12, but made a claim to reduce her total ITSA payments on account from £22,000 to £20,000 because she expected her income tax liability for 2012-13 to be £2,000 less than for 2011-12. She then self-assessed her 2012-13 income tax liability at £25,000, so her balancing payment was £5,000 and the claim to reduce was therefore excessive. Henrietta paid each ITSA payment on account of £10,000 and the balancing payment of £5,000 on their due dates."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"The total liability after the enquiry is £29,000. The additional tax resulting from the enquiry of £4,000 is to be paid within 30 days of the enquiry settlement."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"For Henrietta’s ITSA payments on account, we calculate late payment interest as explained in CH142240. We charge late payment interest on the amount by which each payment of £10,000 was underpaid, when compared with the lesser of"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"the total of each reduced payment on account and 50% of the balancing payment, and"
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,the amount of tax that would have been payable as a payment on account if the claim to reduce their payments on account had not been made.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Trevor received a notice to file his 2013-14 SA tax return. Trevor contacted us and requested that we withdraw the notice to file an SA tax return because he had no income that required an SA tax return to be filed. We granted this request and withdrew Trevor’s obligation to file an SA tax return.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,On 20 March 2015 Trevor realised that he should have filed an SA tax return to include some self employed income that he had overlooked.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Late payment interest will start on 31 January 2015, which is the due date for payment that would have applied had the original notice to file not been withdrawn."
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,See CH140220 for how to calculate the number of days.
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,FA09/SCH53/PARA3
CH14650,CH14650 Capital Gains Or Losses,"the acquisition, for example contract for purchase or lease of the asset"
CH14650,CH14650 Capital Gains Or Losses,the cost of any improvements made to the asset during the period of ownership
CH14650,CH14650 Capital Gains Or Losses,"the calculation of the gain or loss, for example any valuations.Depending on the nature of the asset, other records may be appropriate. For example"
CH14650,CH14650 Capital Gains Or Losses,details of the use of a property for principal private residence relief
CH14650,CH14650 Capital Gains Or Losses,notifications sent to us about a principal private residence
CH14650,CH14650 Capital Gains Or Losses,calculations of previous roll-over relief that affects the cost price of the asset
CH14650,CH14650 Capital Gains Or Losses,held over gains on the acquisition of a depreciating asset
CH14650,CH14650 Capital Gains Or Losses,details of renting out of a property for the purposes of determining the tainting of entrepreneurs relief
CH14650,CH14650 Capital Gains Or Losses,details of tenants of previously owned commercial properties for the purposes of determining past taper relief.The person should retain records relating to the acquisition and improvement of a chargeable capital asset for the appropriate length of time following the period in which the asset is disposed of. These periods are set out in
