ChapterNumber,Title,Para,RelevantSource
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"the total of each reduced payment on account and 50% of the balancing payment, and",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,the amount of tax that would have been payable as a payment on account if the claim to reduce their payments on account had not been made.,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Therefore, late payment interest would be calculated as shown in the following table.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessmentExample 2 - reduced payments on accountExample 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessment,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry self-assessed his 2012-13 income tax liability at £25,000. He made full ITSA payments on account, based on his previous year’s liability of £22,000:",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 January 2013, and",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 July 2013.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"He made a balancing payment of £3,000 on 31 January 2014.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henry’s 2012-13 return, his income tax liability for that year increased to £29,000.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry has 30 days to pay the additional £4,000. However, the late payment interest start date is 31 January 2014, because this is the day by which he should have paid the additional £4,000 within his balancing payment for 2012-13 if his self-assessment had been correct.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 2 - reduced payments on account,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henrietta also had a liability of £22,000 for 2011-12, but made a claim to reduce her total ITSA payments on account from £22,000 to £20,000 because she expected her income tax liability for 2012-13 to be £2,000 less than for 2011-12. She then self-assessed her 2012-13 income tax liability at £25,000, so her balancing payment was £5,000 and the claim to reduce was therefore excessive. Henrietta paid each ITSA payment on account of £10,000 and the balancing payment of £5,000 on their due dates.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henrietta’s 2012-13 return, her income tax liability for that year increased to £29,000. We charge interest on the amount that Henrietta reduced her payments on account and on the increase in her self-assessment liability following our enquiry.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessmentExample 2 - reduced payments on accountExample 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 1 - amended assessment,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry self-assessed his 2012-13 income tax liability at £25,000. He made full ITSA payments on account, based on his previous year’s liability of £22,000:",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 January 2013, and",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"£11,000 on 31 July 2013.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"He made a balancing payment of £3,000 on 31 January 2014.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"After an enquiry into Henry’s 2012-13 return, his income tax liability for that year increased to £29,000.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henry has 30 days to pay the additional £4,000. However, the late payment interest start date is 31 January 2014, because this is the day by which he should have paid the additional £4,000 within his balancing payment for 2012-13 if his self-assessment had been correct.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 2 - reduced payments on account,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Henrietta also had a liability of £22,000 for 2011-12, but made a claim to reduce her total ITSA payments on account from £22,000 to £20,000 because she expected her income tax liability for 2012-13 to be £2,000 less than for 2011-12. She then self-assessed her 2012-13 income tax liability at £25,000, so her balancing payment was £5,000 and the claim to reduce was therefore excessive. Henrietta paid each ITSA payment on account of £10,000 and the balancing payment of £5,000 on their due dates.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"The total liability after the enquiry is £29,000. The additional tax resulting from the enquiry of £4,000 is to be paid within 30 days of the enquiry settlement.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"For Henrietta’s ITSA payments on account, we calculate late payment interest as explained in CH142240. We charge late payment interest on the amount by which each payment of £10,000 was underpaid, when compared with the lesser of",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"the total of each reduced payment on account and 50% of the balancing payment, and",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,the amount of tax that would have been payable as a payment on account if the claim to reduce their payments on account had not been made.,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Top of page,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Example 3 - obligation to file a self assessment tax return after a notice to file has been withdrawn,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,Trevor received a notice to file his 2013-14 SA tax return. Trevor contacted us and requested that we withdraw the notice to file an SA tax return because he had no income that required an SA tax return to be filed. We granted this request and withdrew Trevor’s obligation to file an SA tax return.,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,On 20 March 2015 Trevor realised that he should have filed an SA tax return to include some self employed income that he had overlooked.,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,"Late payment interest will start on 31 January 2015, which is the due date for payment that would have applied had the original notice to file not been withdrawn.",True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,See CH140220 for how to calculate the number of days.,True
CH143260,CH143260 Amended Assessments And Discovery Assessments - Examples,FA09/SCH53/PARA3,True
CH14650,CH14650 Capital Gains Or Losses,"the acquisition, for example contract for purchase or lease of the asset",True
CH14650,CH14650 Capital Gains Or Losses,the cost of any improvements made to the asset during the period of ownership,True
CH14650,CH14650 Capital Gains Or Losses,"the calculation of the gain or loss, for example any valuations.Depending on the nature of the asset, other records may be appropriate. For example",True
CH14650,CH14650 Capital Gains Or Losses,details of the use of a property for principal private residence relief,True
CH14650,CH14650 Capital Gains Or Losses,notifications sent to us about a principal private residence,True
CH14650,CH14650 Capital Gains Or Losses,calculations of previous roll-over relief that affects the cost price of the asset,True
CH14650,CH14650 Capital Gains Or Losses,held over gains on the acquisition of a depreciating asset,True
CH14650,CH14650 Capital Gains Or Losses,details of renting out of a property for the purposes of determining the tainting of entrepreneurs relief,True
CH14650,CH14650 Capital Gains Or Losses,details of tenants of previously owned commercial properties for the purposes of determining past taper relief.The person should retain records relating to the acquisition and improvement of a chargeable capital asset for the appropriate length of time following the period in which the asset is disposed of. These periods are set out in,True
CH14650,CH14650 Capital Gains Or Losses,*](https://www.gov.uk/hmrc-internal-manuals/compliance-handbook/ch14530) for income tax if the asset is a business asset * [,True
CH14650,CH14650 Capital Gains Or Losses,A capital gain or capital loss arises when a person sells or otherwise disposes of a chargeable capital asset. The person will need to keep and retain records that will enable them to make a correct and complete return of the capital gain or capital loss for capital gains tax or corporation tax purposes.,True
CH14650,CH14650 Capital Gains Or Losses,Records that support the calculation of the capital gain or loss include documents relating to,True
CH14650,CH14650 Capital Gains Or Losses,"the disposal, for example contract for sale or lease, valuations",True
