ChapterNumber,CharCountDiff,LevDistance,Link,Title,paraChangeCount,textLevTotal
CFM91340,0.0,1.0,View changes,CFM91340 Which Group Companies Should Be Included,0.0,0.0
CFM91420,0.0,2.0,View changes,CFM91420 Appointing An Authorised Company For Allocating Disallowances,0.0,0.0
CFM91430,0.0,2.0,View changes,CFM91430 Appointment Of An Authorised Company For Allocating Exemptions,0.0,0.0
CFM91440,0.0,2.0,View changes,CFM91440 Acting On Behalf Of Group Companies,0.0,0.0
CFM91450,0.0,2.0,View changes,CFM91450 Appointment To Cover Both Statements,0.0,0.0
CFM91470,0.0,2.0,View changes,CFM91470 Initial Appointment And Continued Effect,0.0,0.0
CFM91480,0.0,2.0,View changes,CFM91480 Revocation,0.0,0.0
CFM91610,0.0,2.0,View changes,CFM91610 Outline For Disallowance Statements,0.0,0.0
CFM91690,0.0,2.0,View changes,CFM91690 Submission Of Revised Statement,0.0,0.0
CFM92010,0.0,2.0,View changes,CFM92010 Intra-Group Short-Term Debt: Introduction,0.0,0.0
CFM92020,0.0,2.0,View changes,CFM92020 Intra-Group Short-Term Debt: Excluding Finance Expenses,0.0,0.0
CFM92050,0.0,2.0,View changes,CFM92050 Intra-Group Short-Term Debt: What Is A Short-Term Finance Arrangement?,0.0,0.0
CFM92240,0.0,2.0,View changes,CFM92240 Management Expenses,0.0,0.0
CFM92485,0.0,2.0,View changes,CFM92485 The DDS Mismatches,0.0,0.0
CFM92510,0.0,1.0,View changes,CFM92510 Introduction,0.0,0.0
CFM92520,0.0,1.0,View changes,CFM92520 Exemption For Group Treasury Companies,0.0,0.0
CFM92530,0.0,1.0,View changes,CFM92530 Group Treasury Companies: Periods Of Account Beginning Before11 December 2012,0.0,0.0
CFM92570,0.0,2.0,View changes,CFM92570 Charities,0.0,0.0
CFM92725,0.0,2.0,View changes,CFM92725 Debt Cap: Anti-Avoidance Rules: Main Rules: Calculating The Counterfactual,0.0,0.0
CFM92738,0.0,2.0,View changes,CFM92738 Debt Cap: Anti-Avoidance Rules: Main Rules: Excluded Schemes: De Minimis Amount,0.0,0.0
CFM92820,0.0,2.0,View changes,CFM92820 Financing Income Amounts Potentially Involved,0.0,0.0
CFM92830,0.0,2.0,View changes,CFM92830 Priority Of Application,0.0,0.0
CFM93010,0.0,2.0,View changes,CFM93010 Deduction Of Tax,0.0,0.0
CFM95000,31.0,33.0,View changes,CFM95000 Interest Restriction,1.0,33.0
CFM95200,430.0,432.0,View changes,CFM95200 Interest Restriction: Core Rules,2.0,109.0
CFM95210,25.0,27.0,View changes,CFM95210 Rules: Summary Of The Rules - The Company And The Group,0.0,0.0
CFM95600,787.0,790.0,View changes,CFM95600 Interest Restriction: Tax-Interest,2.0,96.0
CFM96820,316.0,318.0,View changes,CFM96820 Ventures: Interest Allowance (Consolidated Partnerships) Election,0.0,0.0
CFM96850,240.0,242.0,View changes,CFM96850 Ventures: Group Ratio (Blended) Election,0.0,0.0
CFM96910,387.0,389.0,View changes,CFM96910 Ventures: Qualifying Infastructure Company JV,0.0,0.0
CFM97100,2010.0,2039.0,View changes,CFM97100 Interest Restriction: Public Infrastructure,2.0,101.0
CFM97500,203.0,205.0,View changes,CFM97500 Interest Restriction: Banking And Insurance Groups,2.0,125.0
CFM97700,390.0,392.0,View changes,CFM97700 Interest Restriction: Property And Reits,2.0,94.0
CFM97800,150.0,173.0,View changes,CFM97800 Interest Restriction: Leasing,2.0,76.0
CFM97900,93.0,95.0,View changes,CFM97900 Interest Restriction: Special Regimes,0.0,0.0
CFM98000,99.0,101.0,View changes,CFM98000 Interest Restriction: Anti-Avoidance,2.0,94.0
CFM98200,303.0,306.0,View changes,CFM98200 Interest Restriction: Carry Forward Rules,2.0,88.0
CFM98300,288.0,291.0,View changes,CFM98300 Interest Restriction: Commencement Rules,2.0,100.0
CFM98400,62.0,69.0,View changes,CFM98400 Interest Restriction: Administration,6.0,187.0
CFM98420,332.0,335.0,View changes,CFM98420 Administration: Reporting Requirements,0.0,0.0
CFM98630,1017.0,1020.0,View changes,CFM98630 Administration: UK Group Company,0.0,0.0
CFM98720,1694.0,1695.0,View changes,CFM98720 Administration: Enquiry Procedure,0.0,0.0
CFM98890,964.0,966.0,View changes,CFM98890 Administration: Record Retention And Information Powers,0.0,0.0
CFM98980,1440.0,1442.0,View changes,CFM98980 Administration: Penalties,0.0,0.0
CG-APP1,1.0,5.0,View changes,CG-APP1 Abbreviations Used By Shares And Assets Valuation,0.0,0.0
CG-APP11,1.0,5.0,View changes,"CG-APP11 Meaning Of Ordinary Share Capital (Published As Revenue & Customs Brief 87/09, January 2010)",0.0,0.0
CG-APP4,1.0,5.0,View changes,CG-APP4 Inheritance Tax,0.0,0.0
CG-APP8,1.0,6.0,View changes,CG-APP8 HMRC Guidance On Avoidance Through The Creation And Use Of Capital Losses By Companies,0.0,0.0
CG-APP9,1.0,7.0,View changes,CG-APP9 Capital Gains Tax: Avoidance Through The Creation And Use Of Capital Losses,0.0,0.0
CG14480P,0.0,2.0,View changes,CG14480 Capital Gains Manual: Computation: Consideration For Disposal: Contents,0.0,0.0
CG14541,0.0,1.0,View changes,CG14541 Market Value Rule: At Arm's Length,0.0,0.0
CG14543,0.0,3.0,View changes,CG14543 Market Value Rule: Apply To Each Transaction,0.0,0.0
CG15800P,0.0,2.0,View changes,CG15800 Capital Gains Manual: Computation: Losses: Contents,0.0,0.0
CG15821,0.0,2.0,View changes,CG15821 Losses: Restriction Of Loss Relief: Non Domiciled Individuals,0.0,0.0
CG15831,0.0,2.0,View changes,CG15831 Losses: Investment In Unsuccessful Trading Companies,0.0,0.0
CG33000C,0.0,1.0,View changes,CG33000 Capital Gains Manual: Trusts And Capital Gains Tax: Contents,0.0,0.0
CG34300C,0.0,2.0,View changes,CG34300 Bare Trusts: Contents,0.0,0.0
CG35200C,0.0,3.0,View changes,CG35200 Tax Rates And Assessment And Procedures: Contents,0.0,0.0
CG37830P,0.0,2.0,View changes,CG37830 Appointment Or Advancement By Trustees: Practical Approach: Contents,0.0,0.0
CG37842,0.0,2.0,View changes,CG37842 Separate Settlements: General Comments,0.0,0.0
CG37844,0.0,2.0,View changes,CG37844 Separate Settlements: General Comments,0.0,0.0
CG37873,0.0,5.0,View changes,CG37873 Separate Settlements: Conventional Use Of Special Powers Of Appointment,0.0,0.0
CG37873P,0.0,4.0,View changes,CG37873 Conventional Use Of Special Powers Of Appointment: Contents,0.0,0.0
CG37875,0.0,4.0,View changes,CG37875 Separate Settlements: Intention Of Trustees,0.0,0.0
CG58013,141.0,214.0,View changes,CG58013 Issue Of Shares/Debentures,1.0,146.0
CG58027,588.0,669.0,View changes,CG58027 Amounts Brought Into Account By TCGA92/S48,3.0,585.0
CG58045,8092.0,9583.0,View changes,CG58045 Example,5.0,1302.0
CG58060,7632.0,7738.0,View changes,CG58060 Rights Partially Qualify,3.0,441.0
CG58065,1312.0,12191.0,View changes,CG58065 TCGA92/S138A Does Not Apply: Example,32.0,4307.0
CG58070,9545.0,9653.0,View changes,CG58070 Right To Receive Qcbs,3.0,330.0
CG64555,1.0,7.0,View changes,CG64555 Two Or More Residences: Job Related Accommodation,1.0,3.0
CG64650P,0.0,4.0,View changes,CG64650 Non-Residential Use And Letting: Contents,0.0,0.0
CG64716,0.0,4.0,View changes,"CG64716 Letting: Husband And Wife, Civil Partners, Trustees And Dependent Relatives",0.0,0.0
CG64721,0.0,4.0,View changes,CG64721 Letting: Gain Arising By Reason Of Letting,0.0,0.0
CG77925,1.0,6.0,View changes,CG77925 Europe: Milk Quota: Compensation For Cuts In Quota:,0.0,0.0
CG77940,1.0,6.0,View changes,CG77940 Europe: Milk Quota: Miscellaneous Points,0.0,0.0
CG78110,1.0,6.0,View changes,CG78110 Europe: Grubbing Up Scheme: What This Guidance Is About,0.0,0.0
CG78120,1.0,6.0,View changes,CG78120 Europe: Fishing Quotas: Introduction,0.0,0.0
CG78300,1.0,6.0,View changes,Introduction,0.0,0.0
CG78300P,1.0,6.0,View changes,CG78300 Foreign Currency: Contents,0.0,0.0
CG78305,1.0,6.0,View changes,CG78305 Foreign Currency,0.0,0.0
CG78310,1.0,7.0,View changes,CG78310 Assets Acquired Or Sold For Currency,0.0,0.0
CG78315,1.0,5.0,View changes,CG78315 Personal Expenditure Of Individuals,0.0,0.0
CG78316,1.0,7.0,View changes,CG78316 Identification Of Disposals With Acquisitions,0.0,0.0
CG78320,1.0,5.0,View changes,CG78320 Foreign Currency Bank Accounts - Introduction,0.0,0.0
CG78321,1.0,5.0,View changes,CG78321 Foreign Currency Bank Accounts – Periods From 6 April 2012,0.0,0.0
CG78322,1.0,5.0,View changes,CG78322 Foreign Currency Bank Accounts – Periods Up To 5 April 2012,0.0,0.0
CG78323,1.0,5.0,View changes,CG78323 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits – Periods Up To 5 April 2012,0.0,0.0
CG78324,1.0,5.0,View changes,CG78324 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits: Position Before 6 April 2010,0.0,0.0
CG78325,1.0,5.0,View changes,CG78325 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits For Individuals – SP10/84 For Periods Up To 5 April 2012,0.0,0.0
CG78327,1.0,6.0,View changes,CG78327 Foreign Currency Bank Accounts: Aggregation Of Debits And Credits – For Periods Up To 5 April 2012,0.0,0.0
CG78328,1.0,7.0,View changes,CG78328 Foreign Currency Bank Accounts: Aggregation Of Debits And Credits: Example For Periods Up To 5 April 2012,0.0,0.0
CG78334,1.0,5.0,View changes,CG78334 Debts In Currency Owing To Non-Domiciled Persons – For Periods Up To 5 April 2012,0.0,0.0
CG78335,1.0,7.0,View changes,CG78335 Foreign Currency Loans,0.0,0.0
CG78336,1.0,5.0,View changes,CG78336 Example,0.0,0.0
CG78400,1.0,5.0,View changes,CG78400 Exchange Control,0.0,0.0
CG78401,1.0,5.0,View changes,CG78401 Delayed Remittances,0.0,0.0
CG78402,1.0,5.0,View changes,CG78402 Time Limit,0.0,0.0
CG78403,1.0,5.0,View changes,CG78403 Assessment Of Deferred Gains,0.0,0.0
CG78405,1.0,5.0,View changes,CG78405 Amount Assessable,0.0,0.0
CG78406,1.0,6.0,View changes,CG78406 Treatment Of Currency,0.0,0.0
CG78407,1.0,7.0,View changes,CG78407 Claims,0.0,0.0
CG78408,1.0,4.0,View changes,CG78408 Example,0.0,0.0
CG78409,1.0,7.0,View changes,CG78409 Foreign Currency – Practical Considerations With Returns,0.0,0.0
CG99997,1.0,5.0,View changes,CG99997 Feedback,0.0,0.0
CG99998,1.0,5.0,View changes,CG99998 Technical Help For HMRC Staff,0.0,0.0
CG99999,1.0,5.0,View changes,CG99999 Other Guidance,0.0,0.0
CGAPP1P,1.0,5.0,View changes,CGAPP1 Appendices: Contents,0.0,0.0
CH11200,563.0,566.0,View changes,"CH11200 Income Tax, Capital Gains Tax And Corporation Tax General Requirements",14.0,1309.0
CH12100,1418.0,1423.0,View changes,CH12100 What VAT: General,4.0,899.0
CH12400,0.0,4.0,View changes,CH12400 What VAT: Special Schemes,0.0,0.0
CH141140,0.0,3.0,View changes,CH141140 Interest: General Rule - Examples,0.0,0.0
CH14200,689.0,696.0,View changes,CH14200 Avoidance,5.0,1071.0
CH142100,0.0,3.0,View changes,CH142100 Late Payment Overview,0.0,0.0
CH142200,0.0,3.0,View changes,CH142200 Special Provisions For Amount: Contents,0.0,0.0
CH142240,0.0,3.0,View changes,CH142240 Interest: Late Payment Interest: Special Provisions: Special Provisions For Amount: IT Payments On Account And Balancing Payments,0.0,0.0
CH142260,0.0,2.0,View changes,CH142260 Late Payment IT Payments On Account And Balancing Payments - Examples,0.0,0.0
CH142280,0.0,3.0,View changes,CH142280 Interest: Late Payment Interest: Special Provisions: Special Provisions For Amount: IT Payments On Account And Overpayments,0.0,0.0
CH142300,0.0,2.0,View changes,CH142300 IT Payments On Account And Overpayments - Example,0.0,0.0
CH143000,0.0,3.0,View changes,CH143000 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Contents,0.0,0.0
CH143020,0.0,3.0,View changes,CH143020 Overview,0.0,0.0
CH143040,0.0,3.0,View changes,CH143040 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Recovery Of Dividend Tax Credits Or Interest On That Payment,0.0,0.0
CH143240,0.0,3.0,View changes,CH143240 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Amended Assessments And Discovery Assessments,0.0,0.0
CH143260,7700.0,7972.0,View changes,CH143260 Amended Assessments And Discovery Assessments - Examples,13.0,2700.0
CH143300,0.0,4.0,View changes,CH143300 Amounts Postponed Due To Appeal - Example,0.0,0.0
CH143340,0.0,3.0,View changes,CH143340 Over-Repayment Of Tax - Example,0.0,0.0
CH143360,0.0,3.0,View changes,CH143360 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Person Dies,0.0,0.0
CH14530,0.0,3.0,View changes,"CH14530 Person Carrying On A Trade, Profession Or Business",0.0,0.0
CH14550,83.0,196.0,View changes,"CH14550 Income Tax And Capital Gains Tax: Person Not Carrying On A Trade, Profession Or Business",0.0,0.0
CH14600,0.0,4.0,View changes,CH14600 Corporation Tax,0.0,0.0
CH146040,0.0,2.0,View changes,CH146040 Interest: General Rule,0.0,0.0
CH14650,12001.0,12010.0,View changes,CH14650 Capital Gains Or Losses,6.0,668.0
CH14930,0.0,3.0,View changes,CH14930 Insurance Premium Tax,0.0,0.0
CH14950,0.0,3.0,View changes,"CH14950 Aggregates Levy, Climate Change Levy And Landfill Tax",0.0,0.0
CH149930,0.0,4.0,View changes,CH149930 Interest: Summary Of Special Provisions,0.0,0.0
CH149950,321.0,341.0,View changes,CH149950 Interest: Glossary,0.0,0.0
CH151200,0.0,3.0,View changes,CH151200 How Penalties Apply To Different Tax Regimes,0.0,0.0
CH152700,929.0,946.0,View changes,CH152700 Penalties: Monthly And Quarterly Tax Periods - Examples,11.0,2341.0
CH15300,0.0,3.0,View changes,CH15300 VAT: Shorter Retention Periods,0.0,0.0
CH153400,1079.0,1109.0,View changes,CH153400 Penalties: Examples,16.0,3213.0
CH15400,0.0,3.0,View changes,CH15400 VAT: Minimum Retention Periods For Manual Records,0.0,0.0
CH15500,848.0,851.0,View changes,CH15500 VAT: Retention Periods For Computer Records,7.0,2047.0
CH155340,5470.0,5480.0,View changes,CH155340 Penalties: Failure To Pay All Or Part Of Amounts Due - Default Penalty,8.0,1796.0
CH155550,0.0,3.0,View changes,CH155550 Overview,0.0,0.0
CH180000,0.0,4.0,View changes,CH180000 Dishonest Tax Agents: Contents,0.0,0.0
CH180120,0.0,3.0,View changes,CH180120 Reason For The Legislation,0.0,0.0
CH180140,0.0,3.0,View changes,CH180140 Commencement Date,0.0,0.0
CH182120,0.0,2.0,View changes,CH182120 Overview,0.0,0.0
CH182140,0.0,2.0,View changes,CH182140 What Is A Conduct Notice,0.0,0.0
CH183320,0.0,3.0,View changes,CH183320 Overview,0.0,0.0
CH184060,0.0,3.0,View changes,CH184060 Overview,0.0,0.0
CH184080,0.0,3.0,View changes,CH184080 Deciding The Amount,0.0,0.0
CH184140,0.0,3.0,View changes,CH184140 Disclosure: Overview,0.0,0.0
CH185020,0.0,3.0,View changes,CH185020 Overview,0.0,0.0
CH185040,0.0,3.0,View changes,CH185040 What The Assessment Must Include,0.0,0.0
CH185070,0.0,3.0,View changes,CH185070 Time Limits For Assessing Penalties - Examples,0.0,0.0
CH186140,54.0,57.0,View changes,CH186140 Before We Publish Details,0.0,0.0
CH190100,0.0,3.0,View changes,CH190100 Overview,0.0,0.0
CH190400,0.0,3.0,View changes,CH190400 What Is A Person,0.0,0.0
CH190684,0.0,3.0,View changes,CH190684 The Publication Questions: Question 3 - Was This Relevant Penalty Found As A Consequence Of An Investigation: When Is A Person Found To Have Incurred A Relevant Penalty,0.0,0.0
CH190702,0.0,2.0,View changes,CH190702 Introduction,0.0,0.0
CH190722,0.0,3.0,View changes,CH190722 Introduction,0.0,0.0
CH190724,0.0,3.0,View changes,CH190724 Qualifying Potential Lost Revenue,0.0,0.0
CH190890,0.0,3.0,View changes,CH190890 Referring A Case To Managing Serious Defaulters Programme,0.0,0.0
CH190920,0.0,3.0,View changes,CH190920 Publication: Introduction,0.0,0.0
CH201550,38.0,268.0,View changes,CH201550 General: Comp1 - Temporary Authorisation Of Tax Adviser During A Compliance Check,46.0,11191.0
CH201640,14.0,36.0,View changes,CH201640 HMRC Open Source Policy,1.0,87.0
CH201660,54.0,57.0,View changes,CH201660 Overt Open Source Research – Tier 1,0.0,0.0
CH201740,29.0,32.0,View changes,CH201740 Examples Considering Authorisation Under RIPA,0.0,0.0
CH208000,0.0,3.0,View changes,CH208000 Returned Letter Service (RLS) - Action On Receipt Of An RLS Correspondence,0.0,0.0
CH223150,0.0,6.0,View changes,CH223150 Address Outside UK,0.0,0.0
CH301100,0.0,4.0,View changes,CH301100 Suspected Deliberate Evasion,0.0,0.0
CH401000,46.0,63.0,View changes,CH401000 Introduction: Contents,5.0,163.0
CH402000,21.0,1038.0,View changes,CH402000 Establishing Penalty Behaviour: Contents,15.0,511.0
CH402150,65.0,612.0,View changes,CH402150 Evasion: Contents,2.0,99.0
CH402160,106.0,342.0,View changes,CH402160 Establishing Behaviour: Evasion: Introduction,0.0,0.0
CH402170,16.0,376.0,View changes,CH402170 Establishing Behaviour: Evasion: Referral Criteria,0.0,0.0
CH402180,102.0,354.0,View changes,CH402180 Establishing Behaviour: Evasion: Referral Process,0.0,0.0
CH480200,0.0,3.0,View changes,CH480200 What You Need To Do,0.0,0.0
CH62160,32.0,35.0,View changes,CH62160 12 Month Further Penalties: Contents,2.0,43.0
CH81110,1015.0,1025.0,View changes,CH81110 The Four Types Of Inaccuracy,10.0,1530.0
CH81120,171.0,177.0,View changes,CH81120 What Is Reasonable Care,13.0,3755.0
CH81125,1821.0,1827.0,View changes,CH81125 Reliance On Another Person,18.0,2937.0
CH81130,163.0,168.0,View changes,CH81130 Inaccuracy Despite Taking Reasonable Care,15.0,2460.0
CH81131,91.0,101.0,View changes,CH81131 Inaccuracy Despite Taking Reasonable Care No Penalty Due - Examples,1.0,128.0
CH81160,91.0,102.0,View changes,CH81160 Deliberate And Concealed Inaccuracy,1.0,128.0
CH81161,91.0,101.0,View changes,CH81161 Examples Of Deliberate And Concealed,1.0,128.0
CH81165,0.0,3.0,View changes,CH81165 Inaccuracy Attributable To Another Person,0.0,0.0
CH81168,91.0,101.0,View changes,CH81168 Intentions Of Another Person - Examples,1.0,128.0
CH81170,91.0,102.0,View changes,CH81170 Under- Assessment By HMRC,1.0,128.0
CH81180,0.0,3.0,View changes,CH81180 Onus Of Proof,0.0,0.0
CH820000,2730.0,2732.0,View changes,CH820000 High Volume Agents,2.0,225.0
CH82120,0.0,3.0,View changes,CH82120 Amount Of Penalty - Introduction,0.0,0.0
CH82161,91.0,101.0,View changes,CH82161 Examples Of PLR For A Single Inaccuracy,1.0,128.0
CH82162,2000.0,2006.0,View changes,CH82162 Examples Of PLR For An Under-Assessment,14.0,2661.0
CH82180,1462.0,1467.0,View changes,CH82180 More Than One Inaccuracy,13.0,2330.0
CH82200,91.0,101.0,View changes,CH82200 Grouping Inaccuracies,1.0,128.0
CH82272,91.0,101.0,View changes,CH82272 Example Of Allocating Overstatements To PLR,1.0,128.0
CH82310,163.0,168.0,View changes,CH82310 Losses Used,6.0,925.0
CH82320,889.0,896.0,View changes,CH82320 Losses Not Used,7.0,1013.0
CH82330,91.0,101.0,View changes,CH82330 Losses Available For Potential Lost Revenue Calculation,1.0,128.0
CH82331,982.0,994.0,View changes,CH82331 Losses Available Income Tax Example,5.0,650.0
CH82333,91.0,102.0,View changes,CH82333 Losses Available Corporation Tax Example,1.0,128.0
CH82340,91.0,101.0,View changes,CH82340 Understatement Of Aggregate Group Profits,1.0,128.0
CH82341,2187.0,2199.0,View changes,CH82341 Aggregate Group Losses,15.0,3205.0
CH82342,91.0,101.0,View changes,CH82342 Example - Understatement Of Profits Creates An Aggregate Loss,1.0,128.0
CH82343,179.0,184.0,View changes,CH82343 Example - Overstatement Of Losses Creates An Aggregate Loss,25.0,3234.0
CH82344,179.0,184.0,View changes,CH82344 Example - Understatement Of Profits Increases The Aggregate Loss,15.0,1786.0
CH82345,179.0,185.0,View changes,CH82345 Example - Overstatement Of Losses Increases The Aggregate Loss,15.0,1807.0
CH82350,91.0,101.0,View changes,CH82350 Losses And When To Assess A Penalty,1.0,128.0
CH82370,91.0,101.0,View changes,CH82370 Losses Where There Is No Reasonable Prospect Of Use,1.0,128.0
CH82371,91.0,102.0,View changes,CH82371 Example - Losses - No Reasonable Prospect Of Use,1.0,128.0
CH82394,0.0,3.0,View changes,CH82394 Examples - Gap Between Period End Dates,0.0,0.0
CH82430,0.0,2.0,View changes,CH82430 Quality Of Disclosure,0.0,0.0
CH82470,1920.0,1959.0,View changes,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour,6.0,1534.0
CH82511,91.0,100.0,View changes,CH82511 Unprompted Disclosure Calculation Example,1.0,128.0
CH82512,91.0,100.0,View changes,CH82512 Prompted Disclosure Calculation Example,1.0,128.0
CH830100,3212.0,3840.0,View changes,CH830100 Overview,9.0,1257.0
CH83120,0.0,3.0,View changes,CH83120 Making A Decision To Suspend A Penalty,0.0,0.0
CH83170,0.0,3.0,View changes,CH83170 Suspension Period,0.0,0.0
CH83181,0.0,3.0,View changes,CH83181 Overview,0.0,0.0
CH84010,92.0,102.0,View changes,CH84010 Types Of Appeal,1.0,127.0
CH840100,0.0,3.0,View changes,CH840100 Introduction,0.0,0.0
CH84020,1082.0,1094.0,View changes,CH84020 Who Is Entitled To Appeal,6.0,1216.0
CH84030,91.0,101.0,View changes,CH84030 Appeals Against The Imposition Of A Penalty,1.0,128.0
CH84040,91.0,102.0,View changes,CH84040 Appeals Against The Amount Of A Penalty,1.0,128.0
