ChapterNumber,CharCountDiff,LevDistance,Link,Title
CG14541,0.0,1.0,View changes,CG14541 Market Value Rule: At Arm's Length
CG14543,0.0,3.0,View changes,CG14543 Market Value Rule: Apply To Each Transaction
CG15800P,0.0,2.0,View changes,CG15800 Capital Gains Manual: Computation: Losses: Contents
CG15821,0.0,2.0,View changes,CG15821 Losses: Restriction Of Loss Relief: Non Domiciled Individuals
CG15831,0.0,2.0,View changes,CG15831 Losses: Investment In Unsuccessful Trading Companies
CG33000C,0.0,1.0,View changes,CG33000 Capital Gains Manual: Trusts And Capital Gains Tax: Contents
CG34300C,0.0,2.0,View changes,CG34300 Bare Trusts: Contents
CG35200C,0.0,3.0,View changes,CG35200 Tax Rates And Assessment And Procedures: Contents
CG37830P,0.0,2.0,View changes,CG37830 Appointment Or Advancement By Trustees: Practical Approach: Contents
CG37842,0.0,2.0,View changes,CG37842 Separate Settlements: General Comments
CG37844,0.0,2.0,View changes,CG37844 Separate Settlements: General Comments
CG37873,0.0,5.0,View changes,CG37873 Separate Settlements: Conventional Use Of Special Powers Of Appointment
CG37873P,0.0,4.0,View changes,CG37873 Conventional Use Of Special Powers Of Appointment: Contents
CG37875,0.0,4.0,View changes,CG37875 Separate Settlements: Intention Of Trustees
CG58013,141.0,214.0,View changes,CG58013 Issue Of Shares/Debentures
CG58027,588.0,669.0,View changes,CG58027 Amounts Brought Into Account By TCGA92/S48
CG58045,8092.0,9583.0,View changes,CG58045 Example
CG58060,7632.0,7738.0,View changes,CG58060 Rights Partially Qualify
CG58065,1312.0,12191.0,View changes,CG58065 TCGA92/S138A Does Not Apply: Example
CG58070,9545.0,9653.0,View changes,CG58070 Right To Receive Qcbs
CG64555,1.0,7.0,View changes,CG64555 Two Or More Residences: Job Related Accommodation
CG64650P,0.0,4.0,View changes,CG64650 Non-Residential Use And Letting: Contents
CG64716,0.0,4.0,View changes,"CG64716 Letting: Husband And Wife, Civil Partners, Trustees And Dependent Relatives"
CG64721,0.0,4.0,View changes,CG64721 Letting: Gain Arising By Reason Of Letting
CG77925,1.0,6.0,View changes,CG77925 Europe: Milk Quota: Compensation For Cuts In Quota:
CG77940,1.0,6.0,View changes,CG77940 Europe: Milk Quota: Miscellaneous Points
CG78110,1.0,6.0,View changes,CG78110 Europe: Grubbing Up Scheme: What This Guidance Is About
CG78120,1.0,6.0,View changes,CG78120 Europe: Fishing Quotas: Introduction
CG78300,1.0,6.0,View changes,Introduction
CG78300P,1.0,6.0,View changes,CG78300 Foreign Currency: Contents
CG78305,1.0,6.0,View changes,CG78305 Foreign Currency
CG78310,1.0,7.0,View changes,CG78310 Assets Acquired Or Sold For Currency
CG78315,1.0,5.0,View changes,CG78315 Personal Expenditure Of Individuals
CG78316,1.0,7.0,View changes,CG78316 Identification Of Disposals With Acquisitions
CG78320,1.0,5.0,View changes,CG78320 Foreign Currency Bank Accounts - Introduction
CG78321,1.0,5.0,View changes,CG78321 Foreign Currency Bank Accounts – Periods From 6 April 2012
CG78322,1.0,5.0,View changes,CG78322 Foreign Currency Bank Accounts – Periods Up To 5 April 2012
CG78323,1.0,5.0,View changes,CG78323 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits – Periods Up To 5 April 2012
CG78324,1.0,5.0,View changes,CG78324 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits: Position Before 6 April 2010
CG78325,1.0,5.0,View changes,CG78325 Foreign Currency Bank Accounts: Treatment Of Withdrawals And Debits For Individuals – SP10/84 For Periods Up To 5 April 2012
CG78327,1.0,6.0,View changes,CG78327 Foreign Currency Bank Accounts: Aggregation Of Debits And Credits – For Periods Up To 5 April 2012
CG78328,1.0,7.0,View changes,CG78328 Foreign Currency Bank Accounts: Aggregation Of Debits And Credits: Example For Periods Up To 5 April 2012
CG78334,1.0,5.0,View changes,CG78334 Debts In Currency Owing To Non-Domiciled Persons – For Periods Up To 5 April 2012
CG78335,1.0,7.0,View changes,CG78335 Foreign Currency Loans
CG78336,1.0,5.0,View changes,CG78336 Example
CG78400,1.0,5.0,View changes,CG78400 Exchange Control
CG78401,1.0,5.0,View changes,CG78401 Delayed Remittances
CG78402,1.0,5.0,View changes,CG78402 Time Limit
CG78403,1.0,5.0,View changes,CG78403 Assessment Of Deferred Gains
CG78405,1.0,5.0,View changes,CG78405 Amount Assessable
CG78406,1.0,6.0,View changes,CG78406 Treatment Of Currency
CG78407,1.0,7.0,View changes,CG78407 Claims
CG78408,1.0,4.0,View changes,CG78408 Example
CG78409,1.0,7.0,View changes,CG78409 Foreign Currency – Practical Considerations With Returns
CG99997,1.0,5.0,View changes,CG99997 Feedback
CG99998,1.0,5.0,View changes,CG99998 Technical Help For HMRC Staff
CG99999,1.0,5.0,View changes,CG99999 Other Guidance
CGAPP1P,1.0,5.0,View changes,CGAPP1 Appendices: Contents
CH11200,563.0,566.0,View changes,"CH11200 Income Tax, Capital Gains Tax And Corporation Tax General Requirements"
CH12100,1418.0,1423.0,View changes,CH12100 What VAT: General
CH12400,0.0,4.0,View changes,CH12400 What VAT: Special Schemes
CH141140,0.0,3.0,View changes,CH141140 Interest: General Rule - Examples
CH14200,689.0,696.0,View changes,CH14200 Avoidance
CH142100,0.0,3.0,View changes,CH142100 Late Payment Overview
CH142200,0.0,3.0,View changes,CH142200 Special Provisions For Amount: Contents
CH142240,0.0,3.0,View changes,CH142240 Interest: Late Payment Interest: Special Provisions: Special Provisions For Amount: IT Payments On Account And Balancing Payments
CH142260,0.0,2.0,View changes,CH142260 Late Payment IT Payments On Account And Balancing Payments - Examples
CH142280,0.0,3.0,View changes,CH142280 Interest: Late Payment Interest: Special Provisions: Special Provisions For Amount: IT Payments On Account And Overpayments
CH142300,0.0,2.0,View changes,CH142300 IT Payments On Account And Overpayments - Example
CH143000,0.0,3.0,View changes,CH143000 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Contents
CH143020,0.0,3.0,View changes,CH143020 Overview
CH143040,0.0,3.0,View changes,CH143040 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Recovery Of Dividend Tax Credits Or Interest On That Payment
CH143240,0.0,3.0,View changes,CH143240 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Amended Assessments And Discovery Assessments
CH143260,7700.0,7972.0,View changes,CH143260 Amended Assessments And Discovery Assessments - Examples
CH143300,0.0,4.0,View changes,CH143300 Amounts Postponed Due To Appeal - Example
CH143340,0.0,3.0,View changes,CH143340 Over-Repayment Of Tax - Example
CH143360,0.0,3.0,View changes,CH143360 Interest: Late Payment Interest: Special Provisions: Special Provisions For Start Dates: Person Dies
CH14530,0.0,3.0,View changes,"CH14530 Person Carrying On A Trade, Profession Or Business"
CH14550,83.0,196.0,View changes,"CH14550 Income Tax And Capital Gains Tax: Person Not Carrying On A Trade, Profession Or Business"
CH14600,0.0,4.0,View changes,CH14600 Corporation Tax
CH146040,0.0,2.0,View changes,CH146040 Interest: General Rule
CH14650,12001.0,12010.0,View changes,CH14650 Capital Gains Or Losses
CH14930,0.0,3.0,View changes,CH14930 Insurance Premium Tax
CH14950,0.0,3.0,View changes,"CH14950 Aggregates Levy, Climate Change Levy And Landfill Tax"
CH149930,0.0,4.0,View changes,CH149930 Interest: Summary Of Special Provisions
CH149950,321.0,341.0,View changes,CH149950 Interest: Glossary
CH151200,0.0,3.0,View changes,CH151200 How Penalties Apply To Different Tax Regimes
CH152700,929.0,946.0,View changes,CH152700 Penalties: Monthly And Quarterly Tax Periods - Examples
CH15300,0.0,3.0,View changes,CH15300 VAT: Shorter Retention Periods
CH153400,1079.0,1109.0,View changes,CH153400 Penalties: Examples
CH15400,0.0,3.0,View changes,CH15400 VAT: Minimum Retention Periods For Manual Records
CH15500,848.0,851.0,View changes,CH15500 VAT: Retention Periods For Computer Records
CH155340,5470.0,5480.0,View changes,CH155340 Penalties: Failure To Pay All Or Part Of Amounts Due - Default Penalty
CH155550,0.0,3.0,View changes,CH155550 Overview
CH180000,0.0,4.0,View changes,CH180000 Dishonest Tax Agents: Contents
CH180120,0.0,3.0,View changes,CH180120 Reason For The Legislation
CH180140,0.0,3.0,View changes,CH180140 Commencement Date
CH182120,0.0,2.0,View changes,CH182120 Overview
CH182140,0.0,2.0,View changes,CH182140 What Is A Conduct Notice
CH183320,0.0,3.0,View changes,CH183320 Overview
CH184060,0.0,3.0,View changes,CH184060 Overview
CH184080,0.0,3.0,View changes,CH184080 Deciding The Amount
CH184140,0.0,3.0,View changes,CH184140 Disclosure: Overview
CH185020,0.0,3.0,View changes,CH185020 Overview
CH185040,0.0,3.0,View changes,CH185040 What The Assessment Must Include
CH185070,0.0,3.0,View changes,CH185070 Time Limits For Assessing Penalties - Examples
CH186140,54.0,57.0,View changes,CH186140 Before We Publish Details
CH190100,0.0,3.0,View changes,CH190100 Overview
CH190400,0.0,3.0,View changes,CH190400 What Is A Person
CH190684,0.0,3.0,View changes,CH190684 The Publication Questions: Question 3 - Was This Relevant Penalty Found As A Consequence Of An Investigation: When Is A Person Found To Have Incurred A Relevant Penalty
CH190702,0.0,2.0,View changes,CH190702 Introduction
CH190722,0.0,3.0,View changes,CH190722 Introduction
CH190724,0.0,3.0,View changes,CH190724 Qualifying Potential Lost Revenue
CH190890,0.0,3.0,View changes,CH190890 Referring A Case To Managing Serious Defaulters Programme
CH190920,0.0,3.0,View changes,CH190920 Publication: Introduction
CH201550,38.0,268.0,View changes,CH201550 General: Comp1 - Temporary Authorisation Of Tax Adviser During A Compliance Check
CH201640,14.0,36.0,View changes,CH201640 HMRC Open Source Policy
CH201660,54.0,57.0,View changes,CH201660 Overt Open Source Research – Tier 1
CH201740,29.0,32.0,View changes,CH201740 Examples Considering Authorisation Under RIPA
CH208000,0.0,3.0,View changes,CH208000 Returned Letter Service (RLS) - Action On Receipt Of An RLS Correspondence
CH223150,0.0,6.0,View changes,CH223150 Address Outside UK
CH301100,0.0,4.0,View changes,CH301100 Suspected Deliberate Evasion
CH401000,46.0,63.0,View changes,CH401000 Introduction: Contents
CH402000,21.0,1038.0,View changes,CH402000 Establishing Penalty Behaviour: Contents
CH402150,65.0,612.0,View changes,CH402150 Evasion: Contents
CH402160,106.0,342.0,View changes,CH402160 Establishing Behaviour: Evasion: Introduction
CH402170,16.0,376.0,View changes,CH402170 Establishing Behaviour: Evasion: Referral Criteria
CH402180,102.0,354.0,View changes,CH402180 Establishing Behaviour: Evasion: Referral Process
CH480200,0.0,3.0,View changes,CH480200 What You Need To Do
CH62160,32.0,35.0,View changes,CH62160 12 Month Further Penalties: Contents
CH81110,1015.0,1025.0,View changes,CH81110 The Four Types Of Inaccuracy
CH81120,171.0,177.0,View changes,CH81120 What Is Reasonable Care
CH81125,1821.0,1827.0,View changes,CH81125 Reliance On Another Person
CH81130,163.0,168.0,View changes,CH81130 Inaccuracy Despite Taking Reasonable Care
CH81131,91.0,101.0,View changes,CH81131 Inaccuracy Despite Taking Reasonable Care No Penalty Due - Examples
CH81160,91.0,102.0,View changes,CH81160 Deliberate And Concealed Inaccuracy
CH81161,91.0,101.0,View changes,CH81161 Examples Of Deliberate And Concealed
CH81165,0.0,3.0,View changes,CH81165 Inaccuracy Attributable To Another Person
CH81168,91.0,101.0,View changes,CH81168 Intentions Of Another Person - Examples
CH81170,91.0,102.0,View changes,CH81170 Under- Assessment By HMRC
CH81180,0.0,3.0,View changes,CH81180 Onus Of Proof
CH820000,2730.0,2732.0,View changes,CH820000 High Volume Agents
CH82120,0.0,3.0,View changes,CH82120 Amount Of Penalty - Introduction
CH82161,91.0,101.0,View changes,CH82161 Examples Of PLR For A Single Inaccuracy
CH82162,2000.0,2006.0,View changes,CH82162 Examples Of PLR For An Under-Assessment
CH82180,1462.0,1467.0,View changes,CH82180 More Than One Inaccuracy
CH82200,91.0,101.0,View changes,CH82200 Grouping Inaccuracies
CH82272,91.0,101.0,View changes,CH82272 Example Of Allocating Overstatements To PLR
CH82310,163.0,168.0,View changes,CH82310 Losses Used
CH82320,889.0,896.0,View changes,CH82320 Losses Not Used
CH82330,91.0,101.0,View changes,CH82330 Losses Available For Potential Lost Revenue Calculation
CH82331,982.0,994.0,View changes,CH82331 Losses Available Income Tax Example
CH82333,91.0,102.0,View changes,CH82333 Losses Available Corporation Tax Example
CH82340,91.0,101.0,View changes,CH82340 Understatement Of Aggregate Group Profits
CH82341,2187.0,2199.0,View changes,CH82341 Aggregate Group Losses
CH82342,91.0,101.0,View changes,CH82342 Example - Understatement Of Profits Creates An Aggregate Loss
CH82343,179.0,184.0,View changes,CH82343 Example - Overstatement Of Losses Creates An Aggregate Loss
CH82344,179.0,184.0,View changes,CH82344 Example - Understatement Of Profits Increases The Aggregate Loss
CH82345,179.0,185.0,View changes,CH82345 Example - Overstatement Of Losses Increases The Aggregate Loss
CH82350,91.0,101.0,View changes,CH82350 Losses And When To Assess A Penalty
CH82370,91.0,101.0,View changes,CH82370 Losses Where There Is No Reasonable Prospect Of Use
CH82371,91.0,102.0,View changes,CH82371 Example - Losses - No Reasonable Prospect Of Use
CH82394,0.0,3.0,View changes,CH82394 Examples - Gap Between Period End Dates
CH82430,0.0,2.0,View changes,CH82430 Quality Of Disclosure
CH82470,1920.0,1959.0,View changes,CH82470 Maximum And Minimum Penalties For Each Type Of Behaviour
CH82511,91.0,100.0,View changes,CH82511 Unprompted Disclosure Calculation Example
CH82512,91.0,100.0,View changes,CH82512 Prompted Disclosure Calculation Example
CH830100,3212.0,3840.0,View changes,CH830100 Overview
CH83120,0.0,3.0,View changes,CH83120 Making A Decision To Suspend A Penalty
CH83170,0.0,3.0,View changes,CH83170 Suspension Period
CH83181,0.0,3.0,View changes,CH83181 Overview
CH84010,92.0,102.0,View changes,CH84010 Types Of Appeal
CH840100,0.0,3.0,View changes,CH840100 Introduction
CH84020,1082.0,1094.0,View changes,CH84020 Who Is Entitled To Appeal
CH84030,91.0,101.0,View changes,CH84030 Appeals Against The Imposition Of A Penalty
CH84040,91.0,102.0,View changes,CH84040 Appeals Against The Amount Of A Penalty
CH84070,92.0,102.0,View changes,CH84070 Which Tribunal Will Hear The Appeal And Procedures
CH845000,518.0,704.0,View changes,CH845000 Poor Technical Ability
CH84610,0.0,3.0,View changes,CH84610 Officer Of A Company's Liability To Pay A Penalty
CH84615,54.0,57.0,View changes,CH84615 Deliberate Inaccuracies Attributable To An Officer Of The Company
CH84635,54.0,57.0,View changes,CH84635 Personal Gain
CH84710,1024.0,1039.0,View changes,CH84710 Introduction
CH84720,91.0,101.0,View changes,CH84720 Partnerships And SA
CH84730,4403.0,4417.0,View changes,CH84730 Liable Partners
CH84740,92.0,102.0,View changes,CH84740 Calculating Potential Lost Revenue
CH84750,92.0,102.0,View changes,CH84750 Suspended Penalties
CH84760,92.0,102.0,View changes,CH84760 Appeal Against A Penalty
CH850000,1474.0,1477.0,View changes,CH850000 Suspicious Repayment Or Registration Activity
CH855000,3185.0,3939.0,View changes,"CH855000 Rude, Abusive, Threatening Or Violent Agents"
CH860000,488.0,672.0,View changes,CH860000 Reporting Poor Agent Behaviour
CH860100,25.0,194.0,View changes,CH860100 What Happens To Reports Of Poor Agent Behaviour
CH860200,2385.0,2858.0,View changes,CH860200 Reporting Agent Misconduct
CH870100,1656.0,1787.0,View changes,CH870100 Overview
CH870200,437.0,594.0,View changes,CH870200 Refusing To Deal With An Agent By Phone And/Or At Meetings
CH870300,2990.0,4204.0,View changes,CH870300 Refusing To Deal With An Agent Entirely
CH871000,2467.0,2581.0,View changes,CH871000 Telling Customers About Poor Agent Behaviour
CH880000,51.0,63.0,View changes,CH880000 Dishonest Tax Agents: Contents
CH880200,29.0,33.0,View changes,CH880200 What Is Dishonest Conduct
CH880400,20.0,179.0,View changes,CH880400 Reporting Dishonest Conduct
CH881250,0.0,3.0,View changes,CH881250 Initial Contact With An Individual
CH881300,0.0,4.0,View changes,CH881300 Human Rights Act Message
CH882525,0.0,2.0,View changes,CH882525 What Can We Ask For
CH882620,0.0,3.0,View changes,CH882620 Agent Operational Guidance: Getting Access To An Agent’S Files: The Notice: Time To Comply With The Notice
CH882630,0.0,4.0,View changes,CH882630 Agent Operational Guidance: Getting Access To An Agent’S Files: The Notice: Form The Documents Must Take
CH882640,0.0,2.0,View changes,CH882640 The Notice
CH883510,0.0,3.0,View changes,CH883510 Overview
CH883610,0.0,3.0,View changes,"CH883610 Penalties: When To Assess A Penalty Of More Than £5,000, But Less Than £50,000"
CH883650,1435.0,1607.0,View changes,CH883650 Penalties: Special Reduction
CH93150,1.0,4.0,View changes,CH93150 Deliberate And Concealed - Examples
CH93400,0.0,4.0,View changes,CH93400 Level Of Proof
CH98550,0.0,3.0,View changes,CH98550 Company Officer Liable To A Penalty
CH98600,54.0,57.0,View changes,CH98600 Deliberate Wrongdoing Attributable To An Officer Of The Company
CH98660,54.0,57.0,View changes,CH98660 Personal Gain
CH99250,0.0,3.0,View changes,CH99250 Double Jeopardy
CHG100,19.0,23.0,View changes,CHG100 Introduction: Contents
CHG110,40.0,81.0,View changes,CHG110 Introduction: The Role Of CPST And CCAST
CHG130,57.0,60.0,View changes,CHG130 Introduction: Getting Help
CIRD42010,592.0,599.0,View changes,CIRD42010 Re-Organisations: Overview
CISR65020,0.0,3.0,View changes,CISR65020 Failure To Submit A Monthly Return (CIS300)
CISR65650,0.0,4.0,View changes,CISR65650 Vacating A Penalty
CISR69000,0.0,3.0,View changes,CISR69000 Monthly Returns Information Contents
CISR69010,0.0,2.0,View changes,CISR69010 Monthly Returns Introduction
CISR69020,0.0,2.0,View changes,CISR69020 Monthly Returns Contractor Scheme End Of Year (EOY) Process
CISR69040,0.0,2.0,View changes,CISR69040 Monthly Returns Resend End Of Year (EOY) Totals
CISR69060,0.0,2.0,View changes,CISR69060 Monthly Returns Insolvencies
CISR69640,0.0,2.0,View changes,CISR69640 Monthly Returns Insolvencies
CISR72000,0.0,3.0,View changes,CISR72000 Deductions: Credit And Repayment: Contents
CISR72020,0.0,3.0,View changes,CISR72020 Contractor Role
CISR72050,0.0,3.0,View changes,CISR72050 Subcontractor Claims Procedure
CISR72070,0.0,2.0,View changes,CISR72070 Credit Claimed Where No Deduction Made
